state,date,value
Iowa,2023-03-01,0.3
Iowa,2023-04-01,0.26
Iowa,2023-05-01,0.1
Iowa,2023-06-01,0.01
Iowa,2023-07-01,0.99
Iowa,2023-08-01,0.32
Iowa,2023-09-01,0.43
Iowa,2023-10-01,0.05
Iowa,2023-11-01,0.24
Iowa,2023-12-01,0.97
Iowa,2024-01-01,0.09
Iowa,2024-02-01,0.3
Iowa,2024-03-01,0.79
Iowa,2024-04-01,0.82
Iowa,2024-05-01,0.44
Iowa,2024-06-01,0.67
Iowa,2024-07-01,0.6
Iowa,2024-08-01,0.64
Iowa,2024-09-01,0.14
Iowa,2024-10-01,0.02
Iowa,2024-11-01,0.52
Iowa,2024-12-01,0.79
Kansas,2020-01-01,0.37
Kansas,2020-02-01,0.06
Kansas,2020-03-01,0.3
Kansas,2020-04-01,0.05
Kansas,2020-05-01,0.93
Kansas,2020-06-01,0.85
Kansas,2020-07-01,0.24
Kansas,2020-08-01,0.12
Kansas,2020-09-01,0.46
Kansas,2020-10-01,0.46
Kansas,2020-11-01,0.32
Kansas,2020-12-01,0.43
Kansas,2021-01-01,0.86
Kansas,2021-02-01,0.1
Kansas,2021-03-01,0.82
Kansas,2021-04-01,0.45
Kansas,2021-05-01,0.76
Kansas,2021-06-01,0.04
Kansas,2021-07-01,0.2
Kansas,2021-08-01,0.35
Kansas,2021-09-01,0.14
Kansas,2021-10-01,0.44
Kansas,2021-11-01,0.37
Kansas,2021-12-01,0.48
Kansas,2022-01-01,0.05
Kansas,2022-02-01,0.92
Kansas,2022-03-01,0.54
Kansas,2022-04-01,0.66
Kansas,2022-05-01,0.08
Kansas,2022-06-01,0.27
Kansas,2022-07-01,0.2
Kansas,2022-08-01,0.78
Kansas,2022-09-01,0.44
Kansas,2022-10-01,0.31
Kansas,2022-11-01,0.13
Kansas,2022-12-01,0.1
Kansas,2023-01-01,0.57
Kansas,2023-02-01,0.16
Kansas,2023-03-01,0.32
Kansas,2023-04-01,0.83
Kansas,2023-05-01,0.21
Kansas,2023-06-01,0.66
Kansas,2023-07-01,0.4
Kansas,2023-08-01,0.66
Kansas,2023-09-01,0.62
Kansas,2023-10-01,0.27
Kansas,2023-11-01,0.49
Kansas,2023-12-01,0.32
Kansas,2024-01-01,0.34
Kansas,2024-02-01,0.78
Kansas,2024-03-01,0.4
Kansas,2024-04-01,0.9
Kansas,2024-05-01,0.66
Kansas,2024-06-01,0.72
Kansas,2024-07-01,0.3
Kansas,2024-08-01,0.81
Kansas,2024-09-01,0.03
Kansas,2024-10-01,0.12
Kansas,2024-11-01,0.78
Kansas,2024-12-01,0.6
Kentucky,2020-01-01,0.73
Kentucky,2020-02-01,0.57
Kentucky,2020-03-01,1.0
Kentucky,2020-04-01,0.46
Kentucky,2020-05-01,0.35
Kentucky,2020-06-01,0.78
Kentucky,2020-07-01,0.36
Kentucky,2020-08-01,0.59
Kentucky,2020-09-01,0.45
Kentucky,2020-10-01,0.77
Kentucky,2020-11-01,0.95
Kentucky,2020-12-01,0.47
Kentucky,2021-01-01,0.55
Kentucky,2021-02-01,0.12
Kentucky,2021-03-01,0.91
Kentucky,2021-04-01,0.51
Kentucky,2021-05-01,0.4
Kentucky,2021-06-01,0.95
Kentucky,2021-07-01,0.86
Kentucky,2021-08-01,0.81
Kentucky,2021-09-01,0.54
Kentucky,2021-10-01,0.3
Kentucky,2021-11-01,0.29
Kentucky,2021-12-01,0.33
Kentucky,2022-01-01,0.26
Kentucky,2022-02-01,0.22
Kentucky,2022-03-01,0.45
Kentucky,2022-04-01,0.63
Kentucky,2022-05-01,0.38
Kentucky,2022-06-01,0.47
Kentucky,2022-07-01,0.36
Kentucky,2022-08-01,0.94
Kentucky,2022-09-01,0.36
Kentucky,2022-10-01,0.12
Kentucky,2022-11-01,0.83
Kentucky,2022-12-01,0.74
Kentucky,2023-01-01,0.21
Kentucky,2023-02-01,0.72
Kentucky,2023-03-01,1.0
Kentucky,2023-04-01,0.56
Kentucky,2023-05-01,0.42
Kentucky,2023-06-01,0.82
Kentucky,2023-07-01,0.89
Kentucky,2023-08-01,0.14
Kentucky,2023-09-01,0.3
Kentucky,2023-10-01,0.26
Kentucky,2023-11-01,0.79
Kentucky,2023-12-01,0.16
Kentucky,2024-01-01,0.09
Kentucky,2024-02-01,0.21
Kentucky,2024-03-01,0.08
Kentucky,2024-04-01,0.92
Kentucky,2024-05-01,0.76
Kentucky,2024-06-01,0.91
Kentucky,2024-07-01,0.03
Kentucky,2024-08-01,0.18
Kentucky,2024-09-01,0.94
Kentucky,2024-10-01,0.85
Kentucky,2024-11-01,0.23
Kentucky,2024-12-01,0.25
Louisiana,2020-01-01,0.49
Louisiana,2020-02-01,0.39
Louisiana,2020-03-01,0.09
Louisiana,2020-04-01,0.34
Louisiana,2020-05-01,0.83
Louisiana,2020-06-01,0.68
Louisiana,2020-07-01,0.33
Louisiana,2020-08-01,0.35
Louisiana,2020-09-01,0.5
Louisiana,2020-10-01,0.27
Louisiana,2020-11-01,0.02
Louisiana,2020-12-01,0.66
Louisiana,2021-01-01,0.7
Louisiana,2021-02-01,0.21
Louisiana,2021-03-01,0.86
Louisiana,2021-04-01,0.15
Louisiana,2021-05-01,0.1
Louisiana,2021-06-01,0.46
Louisiana,2021-07-01,0.59
Louisiana,2021-08-01,0.48
Louisiana,2021-09-01,0.93
Louisiana,2021-10-01,0.7
Louisiana,2021-11-01,0.78
Louisiana,2021-12-01,0.1
Louisiana,2022-01-01,0.62
Louisiana,2022-02-01,0.23
Louisiana,2022-03-01,0.87
Louisiana,2022-04-01,0.58
Louisiana,2022-05-01,0.74
Louisiana,2022-06-01,0.99
Louisiana,2022-07-01,0.84
Louisiana,2022-08-01,0.52
Louisiana,2022-09-01,0.88
Louisiana,2022-10-01,0.17
Louisiana,2022-11-01,0.85
Louisiana,2022-12-01,0.18
Louisiana,2023-01-01,0.55
Louisiana,2023-02-01,0.29
Louisiana,2023-03-01,0.05
Louisiana,2023-04-01,0.16
Louisiana,2023-05-01,0.39
Louisiana,2023-06-01,0.24
Louisiana,2023-07-01,0.17
Louisiana,2023-08-01,0.02
Louisiana,2023-09-01,0.71
Louisiana,2023-10-01,0.58
Louisiana,2023-11-01,0.62
Louisiana,2023-12-01,0.23
Louisiana,2024-01-01,0.33
Louisiana,2024-02-01,0.15
Louisiana,2024-03-01,0.2
Louisiana,2024-04-01,0.88
Louisiana,2024-05-01,0.3
Louisiana,2024-06-01,0.02
Louisiana,2024-07-01,0.76
Louisiana,2024-08-01,0.09
Louisiana,2024-09-01,0.18
Louisiana,2024-10-01,0.97
Louisiana,2024-11-01,0.85
Louisiana,2024-12-01,0.25
Maine,2020-01-01,0.34
Maine,2020-02-01,0.87
Maine,2020-03-01,0.65
Maine,2020-04-01,0.14
Maine,2020-05-01,0.51
Maine,2020-06-01,0.57
Maine,2020-07-01,0.31
Maine,2020-08-01,0.41
Maine,2020-09-01,0.59
Maine,2020-10-01,0.74
Maine,2020-11-01,0.24
Maine,2020-12-01,0.06
Maine,2021-01-01,0.42
Maine,2021-02-01,0.29
Maine,2021-03-01,0.62
Maine,2021-04-01,0.3
Maine,2021-05-01,0.53
Maine,2021-06-01,0.7
Maine,2021-07-01,0.8
Maine,2021-08-01,0.84
Maine,2021-09-01,0.77
Maine,2021-10-01,0.35
Maine,2021-11-01,0.75
Maine,2021-12-01,0.61
Maine,2022-01-01,0.37
Maine,2022-02-01,0.89
Maine,2022-03-01,0.77
Maine,2022-04-01,0.96
Maine,2022-05-01,0.31
Maine,2022-06-01,0.38
Maine,2022-07-01,0.23
Maine,2022-08-01,0.65
Maine,2022-09-01,0.38
Maine,2022-10-01,0.43
Maine,2022-11-01,0.95
Maine,2022-12-01,0.63
Maine,2023-01-01,0.6
Maine,2023-02-01,0.46
Maine,2023-03-01,0.33
Maine,2023-04-01,0.15
Maine,2023-05-01,0.92
Maine,2023-06-01,0.91
Maine,2023-07-01,0.98
Maine,2023-08-01,0.23
Maine,2023-09-01,0.68
Maine,2023-10-01,0.31
Maine,2023-11-01,0.64
Maine,2023-12-01,0.54
Maine,2024-01-01,0.13
Maine,2024-02-01,0.33
Maine,2024-03-01,0.41
Maine,2024-04-01,0.16
Maine,2024-05-01,0.19
Maine,2024-06-01,0.46
Maine,2024-07-01,0.34
Maine,2024-08-01,0.14
Maine,2024-09-01,0.04
Maine,2024-10-01,0.77
Maine,2024-11-01,0.37
Maine,2024-12-01,0.48
Maryland,2020-01-01,0.09
Maryland,2020-02-01,0.11
Maryland,2020-03-01,0.86
Maryland,2020-04-01,0.62
Maryland,2020-05-01,0.6
Maryland,2020-06-01,0.14
Maryland,2020-07-01,0.17
Maryland,2020-08-01,0.52
Maryland,2020-09-01,0.85
Maryland,2020-10-01,0.85
Maryland,2020-11-01,0.78
Maryland,2020-12-01,0.6
Maryland,2021-01-01,0.13
Maryland,2021-02-01,0.39
Maryland,2021-03-01,0.88
Maryland,2021-04-01,0.64
Maryland,2021-05-01,0.28
Maryland,2021-06-01,0.48
Maryland,2021-07-01,0.19
Maryland,2021-08-01,0.68
Maryland,2021-09-01,0.07
Maryland,2021-10-01,0.44
Maryland,2021-11-01,0.58
Maryland,2021-12-01,0.4
Maryland,2022-01-01,0.54
Maryland,2022-02-01,0.72
Maryland,2022-03-01,0.35
Maryland,2022-04-01,0.95
Maryland,2022-05-01,0.06
Maryland,2022-06-01,0.92
Maryland,2022-07-01,0.69
Maryland,2022-08-01,0.37
Maryland,2022-09-01,0.74
Maryland,2022-10-01,0.06
Maryland,2022-11-01,0.12
Maryland,2022-12-01,0.04
Maryland,2023-01-01,0.23
Maryland,2023-02-01,0.09
Maryland,2023-03-01,0.38
Maryland,2023-04-01,0.09
Maryland,2023-05-01,0.51
Maryland,2023-06-01,0.55
Maryland,2023-07-01,0.6
Maryland,2023-08-01,0.45
Maryland,2023-09-01,0.74
Maryland,2023-10-01,1.0
Maryland,2023-11-01,0.86
Maryland,2023-12-01,0.73
Maryland,2024-01-01,0.31
Maryland,2024-02-01,0.47
Maryland,2024-03-01,0.97
Maryland,2024-04-01,0.35
Maryland,2024-05-01,0.62
Maryland,2024-06-01,0.79
Maryland,2024-07-01,0.36
Maryland,2024-08-01,0.36
Maryland,2024-09-01,0.04
Maryland,2024-10-01,0.38
Maryland,2024-11-01,0.9
Maryland,2024-12-01,0.54
Massachusetts,2020-01-01,0.75
Massachusetts,2020-02-01,0.93
Massachusetts,2020-03-01,0.21
Massachusetts,2020-04-01,0.15
Massachusetts,2020-05-01,0.72
Massachusetts,2020-06-01,0.73
Massachusetts,2020-07-01,0.53
Massachusetts,2020-08-01,0.88
Massachusetts,2020-09-01,0.87
Massachusetts,2020-10-01,0.26
Massachusetts,2020-11-01,0.28
Massachusetts,2020-12-01,0.57
Massachusetts,2021-01-01,0.31
Massachusetts,2021-02-01,0.7
Massachusetts,2021-03-01,0.46
Massachusetts,2021-04-01,0.09
Massachusetts,2021-05-01,0.86
Massachusetts,2021-06-01,0.94
Massachusetts,2021-07-01,0.53
Massachusetts,2021-08-01,0.32
Massachusetts,2021-09-01,0.54
Massachusetts,2021-10-01,0.57
Massachusetts,2021-11-01,0.39
Massachusetts,2021-12-01,0.41
Massachusetts,2022-01-01,0.12
Massachusetts,2022-02-01,0.19
Massachusetts,2022-03-01,0.9
Massachusetts,2022-04-01,0.26
Massachusetts,2022-05-01,0.54
Massachusetts,2022-06-01,0.91
Massachusetts,2022-07-01,0.64
Massachusetts,2022-08-01,0.46
Massachusetts,2022-09-01,0.05
Massachusetts,2022-10-01,0.82
Massachusetts,2022-11-01,0.78
Massachusetts,2022-12-01,0.52
Massachusetts,2023-01-01,0.6
Massachusetts,2023-02-01,0.1
Massachusetts,2023-03-01,0.67
Massachusetts,2023-04-01,0.77
Massachusetts,2023-05-01,0.23
Massachusetts,2023-06-01,0.22
Massachusetts,2023-07-01,0.37
Massachusetts,2023-08-01,0.52
Massachusetts,2023-09-01,0.8
Massachusetts,2023-10-01,0.61
Massachusetts,2023-11-01,0.85
Massachusetts,2023-12-01,0.89
Massachusetts,2024-01-01,0.62
Massachusetts,2024-02-01,0.68
Massachusetts,2024-03-01,0.01
Massachusetts,2024-04-01,0.39
Massachusetts,2024-05-01,0.9
Massachusetts,2024-06-01,0.84
Massachusetts,2024-07-01,0.2
Massachusetts,2024-08-01,0.57
Massachusetts,2024-09-01,0.6
Massachusetts,2024-10-01,0.99
Massachusetts,2024-11-01,0.65
Massachusetts,2024-12-01,0.81
Michigan,2020-01-01,0.23
Michigan,2020-02-01,0.38
Michigan,2020-03-01,0.41
Michigan,2020-04-01,0.42
Michigan,2020-05-01,0.38
Michigan,2020-06-01,0.99
Michigan,2020-07-01,0.54
Michigan,2020-08-01,0.47
Michigan,2020-09-01,0.13
Michigan,2020-10-01,0.7
Michigan,2020-11-01,0.64
Michigan,2020-12-01,0.94
Michigan,2021-01-01,0.1
Michigan,2021-02-01,0.25
Michigan,2021-03-01,0.28
Michigan,2021-04-01,0.43
Michigan,2021-05-01,0.18
Michigan,2021-06-01,0.94
Michigan,2021-07-01,0.3
Michigan,2021-08-01,0.22
Michigan,2021-09-01,0.24
Michigan,2021-10-01,0.76
Michigan,2021-11-01,0.61
Michigan,2021-12-01,0.8
Michigan,2022-01-01,0.87
Michigan,2022-02-01,0.72
Michigan,2022-03-01,0.37
Michigan,2022-04-01,0.85
Michigan,2022-05-01,0.09
Michigan,2022-06-01,0.51
Michigan,2022-07-01,0.36
Michigan,2022-08-01,0.86
Michigan,2022-09-01,0.36
Michigan,2022-10-01,0.18
Michigan,2022-11-01,0.14
Michigan,2022-12-01,0.45
Michigan,2023-01-01,0.05
Michigan,2023-02-01,0.17
Michigan,2023-03-01,0.31
Michigan,2023-04-01,0.29
Michigan,2023-05-01,0.81
Michigan,2023-06-01,0.26
Michigan,2023-07-01,0.31
Michigan,2023-08-01,0.52
Michigan,2023-09-01,0.68
Michigan,2023-10-01,0.08
Michigan,2023-11-01,0.53
Michigan,2023-12-01,0.56
Michigan,2024-01-01,0.12
Michigan,2024-02-01,0.68
Michigan,2024-03-01,0.6
Michigan,2024-04-01,0.38
Michigan,2024-05-01,0.06
Michigan,2024-06-01,0.53
Michigan,2024-07-01,0.06
Michigan,2024-08-01,0.56
Michigan,2024-09-01,0.57
Michigan,2024-10-01,0.21
Michigan,2024-11-01,0.81
Michigan,2024-12-01,0.33
Minnesota,2020-01-01,0.49
Minnesota,2020-02-01,0.58
Minnesota,2020-03-01,0.02
Minnesota,2020-04-01,0.82
Minnesota,2020-05-01,0.31
Minnesota,2020-06-01,0.77
Minnesota,2020-07-01,0.35
Minnesota,2020-08-01,0.38
Minnesota,2020-09-01,0.74
Minnesota,2020-10-01,0.21
Minnesota,2020-11-01,0.24
Minnesota,2020-12-01,0.1
Minnesota,2021-01-01,0.38
Minnesota,2021-02-01,0.11
Minnesota,2021-03-01,0.79
Minnesota,2021-04-01,0.74
Minnesota,2021-05-01,0.91
Minnesota,2021-06-01,0.02
Minnesota,2021-07-01,0.34
Minnesota,2021-08-01,0.0
Minnesota,2021-09-01,0.78
Minnesota,2021-10-01,0.52
Minnesota,2021-11-01,0.48
Minnesota,2021-12-01,0.92
Minnesota,2022-01-01,0.67
Minnesota,2022-02-01,0.76
Minnesota,2022-03-01,0.52
Minnesota,2022-04-01,0.04
Minnesota,2022-05-01,0.27
Minnesota,2022-06-01,0.65
Minnesota,2022-07-01,0.58
Minnesota,2022-08-01,0.69
Minnesota,2022-09-01,0.66
Minnesota,2022-10-01,0.69
Minnesota,2022-11-01,0.82
Minnesota,2022-12-01,0.29
Minnesota,2023-01-01,0.59
Minnesota,2023-02-01,0.61
Minnesota,2023-03-01,0.66
Minnesota,2023-04-01,0.17
Minnesota,2023-05-01,0.81
Minnesota,2023-06-01,0.31
Minnesota,2023-07-01,0.77
Minnesota,2023-08-01,0.1
Minnesota,2023-09-01,0.39
Minnesota,2023-10-01,0.43
Minnesota,2023-11-01,0.36
Minnesota,2023-12-01,0.29
Minnesota,2024-01-01,0.11
Minnesota,2024-02-01,0.69
Minnesota,2024-03-01,0.07
Minnesota,2024-04-01,0.27
Minnesota,2024-05-01,0.8
Minnesota,2024-06-01,0.68
Minnesota,2024-07-01,0.04
Minnesota,2024-08-01,0.65
Minnesota,2024-09-01,0.82
Minnesota,2024-10-01,0.41
Minnesota,2024-11-01,0.68
Minnesota,2024-12-01,0.83
Mississippi,2020-01-01,0.03
Mississippi,2020-02-01,0.56
Mississippi,2020-03-01,0.66
Mississippi,2020-04-01,0.22
Mississippi,2020-05-01,0.12
Mississippi,2020-06-01,0.7
Mississippi,2020-07-01,0.09
Mississippi,2020-08-01,0.55
Mississippi,2020-09-01,0.06
Mississippi,2020-10-01,0.38
Mississippi,2020-11-01,0.93
Mississippi,2020-12-01,0.56
Mississippi,2021-01-01,0.39
Mississippi,2021-02-01,0.53
Mississippi,2021-03-01,0.89
Mississippi,2021-04-01,0.23
Mississippi,2021-05-01,0.17
Mississippi,2021-06-01,0.64
Mississippi,2021-07-01,0.49
Mississippi,2021-08-01,0.91
Mississippi,2021-09-01,0.32
Mississippi,2021-10-01,0.74
Mississippi,2021-11-01,0.69
Mississippi,2021-12-01,0.62
Mississippi,2022-01-01,0.76
Mississippi,2022-02-01,0.76
Mississippi,2022-03-01,0.64
Mississippi,2022-04-01,0.76
Mississippi,2022-05-01,0.52
Mississippi,2022-06-01,0.86
Mississippi,2022-07-01,0.7
Mississippi,2022-08-01,0.82
Mississippi,2022-09-01,0.27
Mississippi,2022-10-01,0.18
Mississippi,2022-11-01,0.51
Mississippi,2022-12-01,0.06
Mississippi,2023-01-01,0.13
Mississippi,2023-02-01,0.66
Mississippi,2023-03-01,0.19
Mississippi,2023-04-01,0.16
Mississippi,2023-05-01,0.9
Mississippi,2023-06-01,1.0
Mississippi,2023-07-01,0.96
Mississippi,2023-08-01,0.12
Mississippi,2023-09-01,0.2
Mississippi,2023-10-01,0.27
Mississippi,2023-11-01,0.15
Mississippi,2023-12-01,0.5
Mississippi,2024-01-01,0.76
Mississippi,2024-02-01,0.87
Mississippi,2024-03-01,0.47
Mississippi,2024-04-01,0.53
Mississippi,2024-05-01,0.29
Mississippi,2024-06-01,0.68
Mississippi,2024-07-01,0.31
Mississippi,2024-08-01,0.22
Mississippi,2024-09-01,0.97
Mississippi,2024-10-01,0.35
Mississippi,2024-11-01,0.99
Mississippi,2024-12-01,0.28
Missouri,2020-01-01,0.48
Missouri,2020-02-01,0.29
Missouri,2020-03-01,0.15
Missouri,2020-04-01,0.45
Missouri,2020-05-01,0.53
Missouri,2020-06-01,0.39
Missouri,2020-07-01,0.89
Missouri,2020-08-01,0.86
Missouri,2020-09-01,0.43
Missouri,2020-10-01,0.09
Missouri,2020-11-01,0.6
Missouri,2020-12-01,0.0
Missouri,2021-01-01,0.13
Missouri,2021-02-01,1.0
Missouri,2021-03-01,0.03
Missouri,2021-04-01,0.16
Missouri,2021-05-01,0.48
Missouri,2021-06-01,0.5
Missouri,2021-07-01,0.62
Missouri,2021-08-01,0.77
Missouri,2021-09-01,0.03
Missouri,2021-10-01,0.48
Missouri,2021-11-01,0.57
Missouri,2021-12-01,0.62
Missouri,2022-01-01,0.85
Missouri,2022-02-01,0.08
Missouri,2022-03-01,0.27
Missouri,2022-04-01,0.51
Missouri,2022-05-01,0.24
Missouri,2022-06-01,0.45
Missouri,2022-07-01,0.14
Missouri,2022-08-01,0.22
Missouri,2022-09-01,0.02
Missouri,2022-10-01,0.39
Missouri,2022-11-01,0.06
Missouri,2022-12-01,0.47
Missouri,2023-01-01,0.81
Missouri,2023-02-01,0.85
Missouri,2023-03-01,0.77
Missouri,2023-04-01,0.43
Missouri,2023-05-01,0.31
Missouri,2023-06-01,0.86
Missouri,2023-07-01,0.1
Missouri,2023-08-01,0.04
Missouri,2023-09-01,0.86
Missouri,2023-10-01,0.55
Missouri,2023-11-01,0.53
Missouri,2023-12-01,0.88
Missouri,2024-01-01,0.22
Missouri,2024-02-01,0.39
Missouri,2024-03-01,0.54
Missouri,2024-04-01,0.05
Missouri,2024-05-01,0.41
Missouri,2024-06-01,0.18
Missouri,2024-07-01,0.13
Missouri,2024-08-01,0.42
Missouri,2024-09-01,0.37
Missouri,2024-10-01,0.04
Missouri,2024-11-01,0.52
Missouri,2024-12-01,0.83
Montana,2020-01-01,0.2
Montana,2020-02-01,0.34
Montana,2020-03-01,0.16
Montana,2020-04-01,0.53
Montana,2020-05-01,0.33
Montana,2020-06-01,0.55
Montana,2020-07-01,0.4
Montana,2020-08-01,0.27
Montana,2020-09-01,0.72
Montana,2020-10-01,0.71
Montana,2020-11-01,0.45
Montana,2020-12-01,0.66
Montana,2021-01-01,0.47
Montana,2021-02-01,0.0
Montana,2021-03-01,0.23
Montana,2021-04-01,0.6
Montana,2021-05-01,0.6
Montana,2021-06-01,0.33
Montana,2021-07-01,0.34
Montana,2021-08-01,0.57
Montana,2021-09-01,0.08
Montana,2021-10-01,0.29
Montana,2021-11-01,0.99
Montana,2021-12-01,0.94
Montana,2022-01-01,0.01
Montana,2022-02-01,0.82
Montana,2022-03-01,0.74
Montana,2022-04-01,0.0
Montana,2022-05-01,0.3
Montana,2022-06-01,0.12
Montana,2022-07-01,0.77
Montana,2022-08-01,0.47
Montana,2022-09-01,0.1
Montana,2022-10-01,0.41
Montana,2022-11-01,0.84
Montana,2022-12-01,0.05
Montana,2023-01-01,0.2
Montana,2023-02-01,0.03
Montana,2023-03-01,0.12
Montana,2023-04-01,0.08
Montana,2023-05-01,0.15
Montana,2023-06-01,0.66
Montana,2023-07-01,0.31
Montana,2023-08-01,0.82
Montana,2023-09-01,0.28
Montana,2023-10-01,0.39
Montana,2023-11-01,0.45
Montana,2023-12-01,0.3
Montana,2024-01-01,0.15
Montana,2024-02-01,0.97
Montana,2024-03-01,0.46
Montana,2024-04-01,0.76
Montana,2024-05-01,0.35
Montana,2024-06-01,0.17
Montana,2024-07-01,0.2
Montana,2024-08-01,0.2
Montana,2024-09-01,0.78
Montana,2024-10-01,0.74
Montana,2024-11-01,0.39
Montana,2024-12-01,0.92
Nebraska,2020-01-01,0.27
Nebraska,2020-02-01,0.44
Nebraska,2020-03-01,0.33
Nebraska,2020-04-01,0.74
Nebraska,2020-05-01,0.48
Nebraska,2020-06-01,0.44
Nebraska,2020-07-01,0.23
Nebraska,2020-08-01,0.25
Nebraska,2020-09-01,0.09
Nebraska,2020-10-01,0.53
Nebraska,2020-11-01,0.07
Nebraska,2020-12-01,0.59
Nebraska,2021-01-01,0.02
Nebraska,2021-02-01,0.46
Nebraska,2021-03-01,0.18
Nebraska,2021-04-01,0.78
Nebraska,2021-05-01,0.29
Nebraska,2021-06-01,0.24
Nebraska,2021-07-01,0.65
Nebraska,2021-08-01,0.23
Nebraska,2021-09-01,0.37
Nebraska,2021-10-01,0.25
Nebraska,2021-11-01,0.39
Nebraska,2021-12-01,0.46
Nebraska,2022-01-01,0.97
Nebraska,2022-02-01,0.92
Nebraska,2022-03-01,0.43
Nebraska,2022-04-01,0.74
Nebraska,2022-05-01,0.87
Nebraska,2022-06-01,1.0
Nebraska,2022-07-01,0.73
Nebraska,2022-08-01,0.25
Nebraska,2022-09-01,0.62
Nebraska,2022-10-01,0.96
Nebraska,2022-11-01,0.09
Nebraska,2022-12-01,0.57
Nebraska,2023-01-01,0.08
Nebraska,2023-02-01,0.79
Nebraska,2023-03-01,0.82
Nebraska,2023-04-01,0.08
Nebraska,2023-05-01,0.69
Nebraska,2023-06-01,0.03
Nebraska,2023-07-01,0.91
Nebraska,2023-08-01,0.22
Nebraska,2023-09-01,0.11
Nebraska,2023-10-01,0.56
Nebraska,2023-11-01,0.59
Nebraska,2023-12-01,0.3
Nebraska,2024-01-01,0.4
Nebraska,2024-02-01,0.71
Nebraska,2024-03-01,0.02
Nebraska,2024-04-01,0.97
Nebraska,2024-05-01,0.31
Nebraska,2024-06-01,0.76
Nebraska,2024-07-01,0.29
Nebraska,2024-08-01,0.51
Nebraska,2024-09-01,0.29
Nebraska,2024-10-01,0.53
Nebraska,2024-11-01,0.64
Nebraska,2024-12-01,0.1
Nevada,2020-01-01,0.89
Nevada,2020-02-01,0.34
Nevada,2020-03-01,0.2
Nevada,2020-04-01,0.84
Nevada,2020-05-01,0.46
Nevada,2020-06-01,0.7
Nevada,2020-07-01,0.96
Nevada,2020-08-01,0.17
Nevada,2020-09-01,0.96
Nevada,2020-10-01,0.17
Nevada,2020-11-01,0.71
Nevada,2020-12-01,0.45
Nevada,2021-01-01,0.62
Nevada,2021-02-01,0.26
Nevada,2021-03-01,0.67
Nevada,2021-04-01,0.0
Nevada,2021-05-01,0.37
Nevada,2021-06-01,0.66
Nevada,2021-07-01,0.12
Nevada,2021-08-01,0.43
Nevada,2021-09-01,0.53
Nevada,2021-10-01,0.91
Nevada,2021-11-01,0.67
Nevada,2021-12-01,0.91
Nevada,2022-01-01,0.78
Nevada,2022-02-01,0.64
Nevada,2022-03-01,0.62
Nevada,2022-04-01,0.35
Nevada,2022-05-01,0.66
Nevada,2022-06-01,0.13
Nevada,2022-07-01,0.2
Nevada,2022-08-01,0.95
Nevada,2022-09-01,0.85
Nevada,2022-10-01,0.34
Nevada,2022-11-01,0.09
Nevada,2022-12-01,0.9
Nevada,2023-01-01,0.95
Nevada,2023-02-01,0.45
Nevada,2023-03-01,0.06
Nevada,2023-04-01,0.7
Nevada,2023-05-01,0.55
Nevada,2023-06-01,0.62
Nevada,2023-07-01,0.3
Nevada,2023-08-01,0.05
Nevada,2023-09-01,0.31
Nevada,2023-10-01,0.95
Nevada,2023-11-01,0.52
Nevada,2023-12-01,0.71
Nevada,2024-01-01,0.89
Nevada,2024-02-01,0.17
Nevada,2024-03-01,0.63
Nevada,2024-04-01,0.79
Nevada,2024-05-01,0.4
Nevada,2024-06-01,0.42
Nevada,2024-07-01,0.95
Nevada,2024-08-01,0.38
Nevada,2024-09-01,0.58
Nevada,2024-10-01,0.41
Nevada,2024-11-01,0.77
Nevada,2024-12-01,0.87
New Hampshire,2020-01-01,0.43
New Hampshire,2020-02-01,0.89
New Hampshire,2020-03-01,0.98
New Hampshire,2020-04-01,0.02
New Hampshire,2020-05-01,0.43
New Hampshire,2020-06-01,0.14
New Hampshire,2020-07-01,0.11
New Hampshire,2020-08-01,0.86
New Hampshire,2020-09-01,0.19
New Hampshire,2020-10-01,0.12
New Hampshire,2020-11-01,0.68
New Hampshire,2020-12-01,0.7
New Hampshire,2021-01-01,0.04
New Hampshire,2021-02-01,0.85
New Hampshire,2021-03-01,0.17
New Hampshire,2021-04-01,0.47
New Hampshire,2021-05-01,0.92
New Hampshire,2021-06-01,0.9
New Hampshire,2021-07-01,0.33
New Hampshire,2021-08-01,0.78
New Hampshire,2021-09-01,0.64
New Hampshire,2021-10-01,0.78
New Hampshire,2021-11-01,0.17
New Hampshire,2021-12-01,0.68
New Hampshire,2022-01-01,0.23
New Hampshire,2022-02-01,0.79
New Hampshire,2022-03-01,0.66
New Hampshire,2022-04-01,0.95
New Hampshire,2022-05-01,0.88
New Hampshire,2022-06-01,0.26
New Hampshire,2022-07-01,0.91
New Hampshire,2022-08-01,0.71
New Hampshire,2022-09-01,0.5
New Hampshire,2022-10-01,0.69
New Hampshire,2022-11-01,0.92
New Hampshire,2022-12-01,0.87
New Hampshire,2023-01-01,0.16
New Hampshire,2023-02-01,0.62
New Hampshire,2023-03-01,0.13
New Hampshire,2023-04-01,0.96
New Hampshire,2023-05-01,0.94
New Hampshire,2023-06-01,0.5
New Hampshire,2023-07-01,0.85
New Hampshire,2023-08-01,0.47
New Hampshire,2023-09-01,0.99
New Hampshire,2023-10-01,0.49
New Hampshire,2023-11-01,0.29
