state,date,value,disease
Nebraska,2022-12-01,0.49,Flu
Nebraska,2023-01-01,0.74,Flu
Nebraska,2023-02-01,0.4,Flu
Nebraska,2023-03-01,0.8,Flu
Nebraska,2023-04-01,0.33,Flu
Nebraska,2023-05-01,0.24,Flu
Nebraska,2023-06-01,0.32,Flu
Nebraska,2023-07-01,0.9,Flu
Nebraska,2023-08-01,0.65,Flu
Nebraska,2023-09-01,0.79,Flu
Nebraska,2023-10-01,0.17,Flu
Nebraska,2023-11-01,0.12,Flu
Nebraska,2023-12-01,0.78,Flu
Nebraska,2024-01-01,0.94,Flu
Nebraska,2024-02-01,0.82,Flu
Nebraska,2024-03-01,0.53,Flu
Nebraska,2024-04-01,0.63,Flu
Nebraska,2024-05-01,0.68,Flu
Nebraska,2024-06-01,0.82,Flu
Nebraska,2024-07-01,0.83,Flu
Nebraska,2024-08-01,0.37,Flu
Nebraska,2024-09-01,0.18,Flu
Nebraska,2024-10-01,0.44,Flu
Nebraska,2024-11-01,0.42,Flu
Nebraska,2024-12-01,0.68,Flu
Nevada,2020-01-01,0.19,Flu
Nevada,2020-02-01,0.71,Flu
Nevada,2020-03-01,0.13,Flu
Nevada,2020-04-01,0.08,Flu
Nevada,2020-05-01,0.04,Flu
Nevada,2020-06-01,0.63,Flu
Nevada,2020-07-01,0.39,Flu
Nevada,2020-08-01,0.82,Flu
Nevada,2020-09-01,0.52,Flu
Nevada,2020-10-01,0.31,Flu
Nevada,2020-11-01,0.49,Flu
Nevada,2020-12-01,0.25,Flu
Nevada,2021-01-01,0.68,Flu
Nevada,2021-02-01,0.26,Flu
Nevada,2021-03-01,0.08,Flu
Nevada,2021-04-01,0.45,Flu
Nevada,2021-05-01,0.31,Flu
Nevada,2021-06-01,0.96,Flu
Nevada,2021-07-01,0.59,Flu
Nevada,2021-08-01,0.89,Flu
Nevada,2021-09-01,0.35,Flu
Nevada,2021-10-01,0.76,Flu
Nevada,2021-11-01,0.78,Flu
Nevada,2021-12-01,0.57,Flu
Nevada,2022-01-01,0.66,Flu
Nevada,2022-02-01,0.1,Flu
Nevada,2022-03-01,0.24,Flu
Nevada,2022-04-01,0.82,Flu
Nevada,2022-05-01,0.2,Flu
Nevada,2022-06-01,0.35,Flu
Nevada,2022-07-01,0.03,Flu
Nevada,2022-08-01,0.05,Flu
Nevada,2022-09-01,0.92,Flu
Nevada,2022-10-01,0.04,Flu
Nevada,2022-11-01,0.86,Flu
Nevada,2022-12-01,0.7,Flu
Nevada,2023-01-01,0.93,Flu
Nevada,2023-02-01,0.71,Flu
Nevada,2023-03-01,0.23,Flu
Nevada,2023-04-01,0.77,Flu
Nevada,2023-05-01,0.18,Flu
Nevada,2023-06-01,0.28,Flu
Nevada,2023-07-01,0.62,Flu
Nevada,2023-08-01,0.86,Flu
Nevada,2023-09-01,0.42,Flu
Nevada,2023-10-01,0.15,Flu
Nevada,2023-11-01,0.82,Flu
Nevada,2023-12-01,0.87,Flu
Nevada,2024-01-01,0.75,Flu
Nevada,2024-02-01,0.43,Flu
Nevada,2024-03-01,0.14,Flu
Nevada,2024-04-01,0.7,Flu
Nevada,2024-05-01,0.99,Flu
Nevada,2024-06-01,0.41,Flu
Nevada,2024-07-01,0.82,Flu
Nevada,2024-08-01,0.27,Flu
Nevada,2024-09-01,0.05,Flu
Nevada,2024-10-01,0.5,Flu
Nevada,2024-11-01,0.99,Flu
Nevada,2024-12-01,0.36,Flu
New Hampshire,2020-01-01,0.5,Flu
New Hampshire,2020-02-01,0.68,Flu
New Hampshire,2020-03-01,0.08,Flu
New Hampshire,2020-04-01,0.95,Flu
New Hampshire,2020-05-01,0.48,Flu
New Hampshire,2020-06-01,0.09,Flu
New Hampshire,2020-07-01,0.75,Flu
New Hampshire,2020-08-01,0.05,Flu
New Hampshire,2020-09-01,0.29,Flu
New Hampshire,2020-10-01,0.77,Flu
New Hampshire,2020-11-01,0.25,Flu
New Hampshire,2020-12-01,0.14,Flu
New Hampshire,2021-01-01,0.49,Flu
New Hampshire,2021-02-01,0.32,Flu
New Hampshire,2021-03-01,0.23,Flu
New Hampshire,2021-04-01,0.59,Flu
New Hampshire,2021-05-01,0.39,Flu
New Hampshire,2021-06-01,0.96,Flu
New Hampshire,2021-07-01,0.1,Flu
New Hampshire,2021-08-01,0.78,Flu
New Hampshire,2021-09-01,0.0,Flu
New Hampshire,2021-10-01,1.0,Flu
New Hampshire,2021-11-01,0.34,Flu
New Hampshire,2021-12-01,0.61,Flu
New Hampshire,2022-01-01,0.12,Flu
New Hampshire,2022-02-01,0.92,Flu
New Hampshire,2022-03-01,0.25,Flu
New Hampshire,2022-04-01,0.7,Flu
New Hampshire,2022-05-01,0.69,Flu
New Hampshire,2022-06-01,0.35,Flu
New Hampshire,2022-07-01,0.9,Flu
New Hampshire,2022-08-01,0.21,Flu
New Hampshire,2022-09-01,0.38,Flu
New Hampshire,2022-10-01,0.4,Flu
New Hampshire,2022-11-01,0.06,Flu
New Hampshire,2022-12-01,0.22,Flu
New Hampshire,2023-01-01,0.9,Flu
New Hampshire,2023-02-01,0.01,Flu
New Hampshire,2023-03-01,0.83,Flu
New Hampshire,2023-04-01,0.19,Flu
New Hampshire,2023-05-01,0.76,Flu
New Hampshire,2023-06-01,0.63,Flu
New Hampshire,2023-07-01,0.46,Flu
New Hampshire,2023-08-01,0.86,Flu
New Hampshire,2023-09-01,0.38,Flu
New Hampshire,2023-10-01,0.44,Flu
New Hampshire,2023-11-01,0.96,Flu
New Hampshire,2023-12-01,0.64,Flu
New Hampshire,2024-01-01,0.18,Flu
New Hampshire,2024-02-01,0.51,Flu
New Hampshire,2024-03-01,0.77,Flu
New Hampshire,2024-04-01,0.65,Flu
New Hampshire,2024-05-01,0.03,Flu
New Hampshire,2024-06-01,0.42,Flu
New Hampshire,2024-07-01,0.3,Flu
New Hampshire,2024-08-01,0.34,Flu
New Hampshire,2024-09-01,0.88,Flu
New Hampshire,2024-10-01,0.61,Flu
New Hampshire,2024-11-01,1.0,Flu
New Hampshire,2024-12-01,0.77,Flu
New Jersey,2020-01-01,0.49,Flu
New Jersey,2020-02-01,0.83,Flu
New Jersey,2020-03-01,0.28,Flu
New Jersey,2020-04-01,0.32,Flu
New Jersey,2020-05-01,0.26,Flu
New Jersey,2020-06-01,0.46,Flu
New Jersey,2020-07-01,0.64,Flu
New Jersey,2020-08-01,0.31,Flu
New Jersey,2020-09-01,0.18,Flu
New Jersey,2020-10-01,0.67,Flu
New Jersey,2020-11-01,0.82,Flu
New Jersey,2020-12-01,0.71,Flu
New Jersey,2021-01-01,0.69,Flu
New Jersey,2021-02-01,0.24,Flu
New Jersey,2021-03-01,0.21,Flu
New Jersey,2021-04-01,0.49,Flu
New Jersey,2021-05-01,0.57,Flu
New Jersey,2021-06-01,0.66,Flu
New Jersey,2021-07-01,0.22,Flu
New Jersey,2021-08-01,0.59,Flu
New Jersey,2021-09-01,0.36,Flu
New Jersey,2021-10-01,0.89,Flu
New Jersey,2021-11-01,0.45,Flu
New Jersey,2021-12-01,0.41,Flu
New Jersey,2022-01-01,0.82,Flu
New Jersey,2022-02-01,0.74,Flu
New Jersey,2022-03-01,0.65,Flu
New Jersey,2022-04-01,0.69,Flu
New Jersey,2022-05-01,0.94,Flu
New Jersey,2022-06-01,0.46,Flu
New Jersey,2022-07-01,0.86,Flu
New Jersey,2022-08-01,0.66,Flu
New Jersey,2022-09-01,0.18,Flu
New Jersey,2022-10-01,0.6,Flu
New Jersey,2022-11-01,0.89,Flu
New Jersey,2022-12-01,0.97,Flu
New Jersey,2023-01-01,0.23,Flu
New Jersey,2023-02-01,0.21,Flu
New Jersey,2023-03-01,0.01,Flu
New Jersey,2023-04-01,0.8,Flu
New Jersey,2023-05-01,0.44,Flu
New Jersey,2023-06-01,0.07,Flu
New Jersey,2023-07-01,0.5,Flu
New Jersey,2023-08-01,0.34,Flu
New Jersey,2023-09-01,0.22,Flu
New Jersey,2023-10-01,0.46,Flu
New Jersey,2023-11-01,0.01,Flu
New Jersey,2023-12-01,0.92,Flu
New Jersey,2024-01-01,0.24,Flu
New Jersey,2024-02-01,0.76,Flu
New Jersey,2024-03-01,0.59,Flu
New Jersey,2024-04-01,0.7,Flu
New Jersey,2024-05-01,0.32,Flu
New Jersey,2024-06-01,0.68,Flu
New Jersey,2024-07-01,0.04,Flu
New Jersey,2024-08-01,0.91,Flu
New Jersey,2024-09-01,0.1,Flu
New Jersey,2024-10-01,0.04,Flu
New Jersey,2024-11-01,0.42,Flu
New Jersey,2024-12-01,0.35,Flu
New Mexico,2020-01-01,0.47,Flu
New Mexico,2020-02-01,0.7,Flu
New Mexico,2020-03-01,0.25,Flu
New Mexico,2020-04-01,0.05,Flu
New Mexico,2020-05-01,0.55,Flu
New Mexico,2020-06-01,0.32,Flu
New Mexico,2020-07-01,0.12,Flu
New Mexico,2020-08-01,0.6,Flu
New Mexico,2020-09-01,0.67,Flu
New Mexico,2020-10-01,0.28,Flu
New Mexico,2020-11-01,0.19,Flu
New Mexico,2020-12-01,0.63,Flu
New Mexico,2021-01-01,0.79,Flu
New Mexico,2021-02-01,0.88,Flu
New Mexico,2021-03-01,0.75,Flu
New Mexico,2021-04-01,0.27,Flu
New Mexico,2021-05-01,0.39,Flu
New Mexico,2021-06-01,0.96,Flu
New Mexico,2021-07-01,0.05,Flu
New Mexico,2021-08-01,0.51,Flu
New Mexico,2021-09-01,0.26,Flu
New Mexico,2021-10-01,0.7,Flu
New Mexico,2021-11-01,0.28,Flu
New Mexico,2021-12-01,0.96,Flu
New Mexico,2022-01-01,0.67,Flu
New Mexico,2022-02-01,0.16,Flu
New Mexico,2022-03-01,0.32,Flu
New Mexico,2022-04-01,0.42,Flu
New Mexico,2022-05-01,0.32,Flu
New Mexico,2022-06-01,0.17,Flu
New Mexico,2022-07-01,0.21,Flu
New Mexico,2022-08-01,0.65,Flu
New Mexico,2022-09-01,0.91,Flu
New Mexico,2022-10-01,0.12,Flu
New Mexico,2022-11-01,0.8,Flu
New Mexico,2022-12-01,0.6,Flu
New Mexico,2023-01-01,0.31,Flu
New Mexico,2023-02-01,0.89,Flu
New Mexico,2023-03-01,0.83,Flu
New Mexico,2023-04-01,0.77,Flu
New Mexico,2023-05-01,0.61,Flu
New Mexico,2023-06-01,0.49,Flu
New Mexico,2023-07-01,0.46,Flu
New Mexico,2023-08-01,0.89,Flu
New Mexico,2023-09-01,0.66,Flu
New Mexico,2023-10-01,0.93,Flu
New Mexico,2023-11-01,0.31,Flu
New Mexico,2023-12-01,0.32,Flu
New Mexico,2024-01-01,0.03,Flu
New Mexico,2024-02-01,0.81,Flu
New Mexico,2024-03-01,0.88,Flu
New Mexico,2024-04-01,0.98,Flu
New Mexico,2024-05-01,0.61,Flu
New Mexico,2024-06-01,0.48,Flu
New Mexico,2024-07-01,0.77,Flu
New Mexico,2024-08-01,0.73,Flu
New Mexico,2024-09-01,0.21,Flu
New Mexico,2024-10-01,0.29,Flu
New Mexico,2024-11-01,1.0,Flu
New Mexico,2024-12-01,0.42,Flu
New York,2020-01-01,0.23,Flu
New York,2020-02-01,0.25,Flu
New York,2020-03-01,0.02,Flu
New York,2020-04-01,0.39,Flu
New York,2020-05-01,0.82,Flu
New York,2020-06-01,0.47,Flu
New York,2020-07-01,0.81,Flu
New York,2020-08-01,0.04,Flu
New York,2020-09-01,0.24,Flu
New York,2020-10-01,0.11,Flu
New York,2020-11-01,0.47,Flu
New York,2020-12-01,0.67,Flu
New York,2021-01-01,0.01,Flu
New York,2021-02-01,0.27,Flu
New York,2021-03-01,0.33,Flu
New York,2021-04-01,0.84,Flu
New York,2021-05-01,0.41,Flu
New York,2021-06-01,0.19,Flu
New York,2021-07-01,0.28,Flu
New York,2021-08-01,0.94,Flu
New York,2021-09-01,0.46,Flu
New York,2021-10-01,0.07,Flu
New York,2021-11-01,0.44,Flu
New York,2021-12-01,0.39,Flu
New York,2022-01-01,0.12,Flu
New York,2022-02-01,0.21,Flu
New York,2022-03-01,0.41,Flu
New York,2022-04-01,0.81,Flu
New York,2022-05-01,0.16,Flu
New York,2022-06-01,0.63,Flu
New York,2022-07-01,0.55,Flu
New York,2022-08-01,0.72,Flu
New York,2022-09-01,0.17,Flu
New York,2022-10-01,0.95,Flu
New York,2022-11-01,0.81,Flu
New York,2022-12-01,0.27,Flu
New York,2023-01-01,0.15,Flu
New York,2023-02-01,0.54,Flu
New York,2023-03-01,0.26,Flu
New York,2023-04-01,0.16,Flu
New York,2023-05-01,0.29,Flu
New York,2023-06-01,0.6,Flu
New York,2023-07-01,0.28,Flu
New York,2023-08-01,0.3,Flu
New York,2023-09-01,0.5,Flu
New York,2023-10-01,0.79,Flu
New York,2023-11-01,0.47,Flu
New York,2023-12-01,0.12,Flu
New York,2024-01-01,0.93,Flu
New York,2024-02-01,0.64,Flu
New York,2024-03-01,0.92,Flu
New York,2024-04-01,0.39,Flu
New York,2024-05-01,0.86,Flu
New York,2024-06-01,0.74,Flu
New York,2024-07-01,0.6,Flu
New York,2024-08-01,0.81,Flu
New York,2024-09-01,0.55,Flu
New York,2024-10-01,0.27,Flu
New York,2024-11-01,0.87,Flu
New York,2024-12-01,0.65,Flu
North Carolina,2020-01-01,0.45,Flu
North Carolina,2020-02-01,0.8,Flu
North Carolina,2020-03-01,0.59,Flu
North Carolina,2020-04-01,0.07,Flu
North Carolina,2020-05-01,0.71,Flu
North Carolina,2020-06-01,0.81,Flu
North Carolina,2020-07-01,0.51,Flu
North Carolina,2020-08-01,0.1,Flu
North Carolina,2020-09-01,0.77,Flu
North Carolina,2020-10-01,0.56,Flu
North Carolina,2020-11-01,0.14,Flu
North Carolina,2020-12-01,0.45,Flu
North Carolina,2021-01-01,0.86,Flu
North Carolina,2021-02-01,0.92,Flu
North Carolina,2021-03-01,0.71,Flu
North Carolina,2021-04-01,0.9,Flu
North Carolina,2021-05-01,0.84,Flu
North Carolina,2021-06-01,0.33,Flu
North Carolina,2021-07-01,0.93,Flu
North Carolina,2021-08-01,0.09,Flu
North Carolina,2021-09-01,0.82,Flu
North Carolina,2021-10-01,0.09,Flu
North Carolina,2021-11-01,0.57,Flu
North Carolina,2021-12-01,0.21,Flu
North Carolina,2022-01-01,0.49,Flu
North Carolina,2022-02-01,0.17,Flu
North Carolina,2022-03-01,0.67,Flu
North Carolina,2022-04-01,0.28,Flu
North Carolina,2022-05-01,0.89,Flu
North Carolina,2022-06-01,0.89,Flu
North Carolina,2022-07-01,0.11,Flu
North Carolina,2022-08-01,0.84,Flu
North Carolina,2022-09-01,0.28,Flu
North Carolina,2022-10-01,0.62,Flu
North Carolina,2022-11-01,0.47,Flu
North Carolina,2022-12-01,0.43,Flu
North Carolina,2023-01-01,0.94,Flu
North Carolina,2023-02-01,0.02,Flu
North Carolina,2023-03-01,0.85,Flu
North Carolina,2023-04-01,0.84,Flu
North Carolina,2023-05-01,0.99,Flu
North Carolina,2023-06-01,0.24,Flu
North Carolina,2023-07-01,0.53,Flu
North Carolina,2023-08-01,0.63,Flu
North Carolina,2023-09-01,0.5,Flu
North Carolina,2023-10-01,0.96,Flu
North Carolina,2023-11-01,0.73,Flu
North Carolina,2023-12-01,0.34,Flu
North Carolina,2024-01-01,0.49,Flu
North Carolina,2024-02-01,0.16,Flu
North Carolina,2024-03-01,0.58,Flu
North Carolina,2024-04-01,0.87,Flu
North Carolina,2024-05-01,0.34,Flu
North Carolina,2024-06-01,0.96,Flu
North Carolina,2024-07-01,0.82,Flu
North Carolina,2024-08-01,0.0,Flu
North Carolina,2024-09-01,0.52,Flu
North Carolina,2024-10-01,0.98,Flu
North Carolina,2024-11-01,0.87,Flu
North Carolina,2024-12-01,0.05,Flu
North Dakota,2020-01-01,0.54,Flu
North Dakota,2020-02-01,0.25,Flu
North Dakota,2020-03-01,0.36,Flu
North Dakota,2020-04-01,0.93,Flu
North Dakota,2020-05-01,0.58,Flu
North Dakota,2020-06-01,0.41,Flu
North Dakota,2020-07-01,0.24,Flu
North Dakota,2020-08-01,0.85,Flu
North Dakota,2020-09-01,0.26,Flu
North Dakota,2020-10-01,0.92,Flu
North Dakota,2020-11-01,0.89,Flu
North Dakota,2020-12-01,0.2,Flu
North Dakota,2021-01-01,0.08,Flu
North Dakota,2021-02-01,0.31,Flu
North Dakota,2021-03-01,0.85,Flu
North Dakota,2021-04-01,0.69,Flu
North Dakota,2021-05-01,0.52,Flu
North Dakota,2021-06-01,0.18,Flu
North Dakota,2021-07-01,0.38,Flu
North Dakota,2021-08-01,0.24,Flu
North Dakota,2021-09-01,0.84,Flu
North Dakota,2021-10-01,0.35,Flu
North Dakota,2021-11-01,0.63,Flu
North Dakota,2021-12-01,0.55,Flu
North Dakota,2022-01-01,0.62,Flu
North Dakota,2022-02-01,0.5,Flu
North Dakota,2022-03-01,0.87,Flu
North Dakota,2022-04-01,0.0,Flu
North Dakota,2022-05-01,0.2,Flu
North Dakota,2022-06-01,0.72,Flu
North Dakota,2022-07-01,0.14,Flu
North Dakota,2022-08-01,0.49,Flu
North Dakota,2022-09-01,0.51,Flu
North Dakota,2022-10-01,0.48,Flu
North Dakota,2022-11-01,0.95,Flu
North Dakota,2022-12-01,0.74,Flu
North Dakota,2023-01-01,0.39,Flu
North Dakota,2023-02-01,0.52,Flu
North Dakota,2023-03-01,0.85,Flu
North Dakota,2023-04-01,0.88,Flu
North Dakota,2023-05-01,0.43,Flu
North Dakota,2023-06-01,0.57,Flu
North Dakota,2023-07-01,0.74,Flu
North Dakota,2023-08-01,0.74,Flu
North Dakota,2023-09-01,0.48,Flu
North Dakota,2023-10-01,0.17,Flu
North Dakota,2023-11-01,0.8,Flu
North Dakota,2023-12-01,0.24,Flu
North Dakota,2024-01-01,0.39,Flu
North Dakota,2024-02-01,0.87,Flu
North Dakota,2024-03-01,0.41,Flu
North Dakota,2024-04-01,0.2,Flu
North Dakota,2024-05-01,0.18,Flu
North Dakota,2024-06-01,0.4,Flu
North Dakota,2024-07-01,0.66,Flu
North Dakota,2024-08-01,0.35,Flu
North Dakota,2024-09-01,0.97,Flu
North Dakota,2024-10-01,0.31,Flu
North Dakota,2024-11-01,0.05,Flu
North Dakota,2024-12-01,0.38,Flu
Ohio,2020-01-01,0.28,Flu
Ohio,2020-02-01,0.99,Flu
Ohio,2020-03-01,0.0,Flu
Ohio,2020-04-01,0.24,Flu
Ohio,2020-05-01,0.47,Flu
Ohio,2020-06-01,0.82,Flu
Ohio,2020-07-01,0.39,Flu
Ohio,2020-08-01,0.86,Flu
Ohio,2020-09-01,0.57,Flu
Ohio,2020-10-01,0.18,Flu
Ohio,2020-11-01,0.84,Flu
Ohio,2020-12-01,0.72,Flu
Ohio,2021-01-01,0.34,Flu
Ohio,2021-02-01,0.72,Flu
Ohio,2021-03-01,0.46,Flu
Ohio,2021-04-01,0.53,Flu
Ohio,2021-05-01,0.17,Flu
Ohio,2021-06-01,0.62,Flu
Ohio,2021-07-01,0.58,Flu
Ohio,2021-08-01,0.98,Flu
Ohio,2021-09-01,0.49,Flu
Ohio,2021-10-01,0.85,Flu
Ohio,2021-11-01,0.8,Flu
Ohio,2021-12-01,0.07,Flu
Ohio,2022-01-01,0.27,Flu
Ohio,2022-02-01,0.81,Flu
Ohio,2022-03-01,0.49,Flu
Ohio,2022-04-01,0.28,Flu
Ohio,2022-05-01,0.08,Flu
Ohio,2022-06-01,0.68,Flu
Ohio,2022-07-01,0.56,Flu
Ohio,2022-08-01,0.01,Flu
Ohio,2022-09-01,0.39,Flu
Ohio,2022-10-01,0.88,Flu
Ohio,2022-11-01,0.75,Flu
Ohio,2022-12-01,0.04,Flu
Ohio,2023-01-01,0.86,Flu
Ohio,2023-02-01,0.89,Flu
Ohio,2023-03-01,0.44,Flu
Ohio,2023-04-01,0.76,Flu
Ohio,2023-05-01,0.41,Flu
Ohio,2023-06-01,0.52,Flu
Ohio,2023-07-01,0.96,Flu
Ohio,2023-08-01,0.9,Flu
Ohio,2023-09-01,0.24,Flu
Ohio,2023-10-01,0.66,Flu
Ohio,2023-11-01,0.77,Flu
Ohio,2023-12-01,0.5,Flu
Ohio,2024-01-01,0.57,Flu
Ohio,2024-02-01,0.47,Flu
Ohio,2024-03-01,0.89,Flu
Ohio,2024-04-01,0.84,Flu
Ohio,2024-05-01,0.75,Flu
Ohio,2024-06-01,0.56,Flu
Ohio,2024-07-01,0.93,Flu
Ohio,2024-08-01,0.6,Flu
Ohio,2024-09-01,0.66,Flu
Ohio,2024-10-01,0.47,Flu
Ohio,2024-11-01,0.01,Flu
Ohio,2024-12-01,0.69,Flu
Oklahoma,2020-01-01,0.86,Flu
Oklahoma,2020-02-01,0.39,Flu
Oklahoma,2020-03-01,0.26,Flu
Oklahoma,2020-04-01,0.48,Flu
Oklahoma,2020-05-01,0.97,Flu
Oklahoma,2020-06-01,0.01,Flu
Oklahoma,2020-07-01,0.57,Flu
Oklahoma,2020-08-01,0.06,Flu
Oklahoma,2020-09-01,0.06,Flu
Oklahoma,2020-10-01,0.87,Flu
Oklahoma,2020-11-01,0.83,Flu
Oklahoma,2020-12-01,0.93,Flu
Oklahoma,2021-01-01,0.98,Flu
Oklahoma,2021-02-01,0.48,Flu
Oklahoma,2021-03-01,0.35,Flu
Oklahoma,2021-04-01,0.27,Flu
Oklahoma,2021-05-01,0.27,Flu
Oklahoma,2021-06-01,0.63,Flu
Oklahoma,2021-07-01,0.24,Flu
Oklahoma,2021-08-01,0.34,Flu
Oklahoma,2021-09-01,0.99,Flu
Oklahoma,2021-10-01,0.25,Flu
Oklahoma,2021-11-01,0.09,Flu
Oklahoma,2021-12-01,0.55,Flu
Oklahoma,2022-01-01,0.45,Flu
Oklahoma,2022-02-01,0.47,Flu
Oklahoma,2022-03-01,0.89,Flu
Oklahoma,2022-04-01,0.07,Flu
Oklahoma,2022-05-01,0.74,Flu
Oklahoma,2022-06-01,0.87,Flu
Oklahoma,2022-07-01,0.12,Flu
Oklahoma,2022-08-01,0.01,Flu
Oklahoma,2022-09-01,0.81,Flu
Oklahoma,2022-10-01,0.19,Flu
Oklahoma,2022-11-01,0.97,Flu
Oklahoma,2022-12-01,0.82,Flu
Oklahoma,2023-01-01,0.03,Flu
Oklahoma,2023-02-01,0.51,Flu
Oklahoma,2023-03-01,0.42,Flu
Oklahoma,2023-04-01,0.01,Flu
Oklahoma,2023-05-01,0.91,Flu
Oklahoma,2023-06-01,0.01,Flu
Oklahoma,2023-07-01,0.38,Flu
Oklahoma,2023-08-01,0.85,Flu
Oklahoma,2023-09-01,0.06,Flu
Oklahoma,2023-10-01,0.49,Flu
Oklahoma,2023-11-01,0.71,Flu
Oklahoma,2023-12-01,0.27,Flu
Oklahoma,2024-01-01,0.25,Flu
Oklahoma,2024-02-01,0.76,Flu
Oklahoma,2024-03-01,0.01,Flu
Oklahoma,2024-04-01,0.11,Flu
Oklahoma,2024-05-01,0.08,Flu
Oklahoma,2024-06-01,0.33,Flu
Oklahoma,2024-07-01,0.0,Flu
Oklahoma,2024-08-01,0.69,Flu
Oklahoma,2024-09-01,0.04,Flu
Oklahoma,2024-10-01,0.88,Flu
Oklahoma,2024-11-01,0.0,Flu
Oklahoma,2024-12-01,0.73,Flu
Oregon,2020-01-01,0.48,Flu
Oregon,2020-02-01,1.0,Flu
Oregon,2020-03-01,0.49,Flu
Oregon,2020-04-01,0.72,Flu
Oregon,2020-05-01,0.32,Flu
Oregon,2020-06-01,0.06,Flu
Oregon,2020-07-01,0.95,Flu
Oregon,2020-08-01,0.33,Flu
Oregon,2020-09-01,0.78,Flu
Oregon,2020-10-01,0.7,Flu
Oregon,2020-11-01,0.79,Flu
Oregon,2020-12-01,0.52,Flu
Oregon,2021-01-01,0.34,Flu
Oregon,2021-02-01,0.31,Flu
Oregon,2021-03-01,0.39,Flu
Oregon,2021-04-01,0.28,Flu
Oregon,2021-05-01,0.34,Flu
Oregon,2021-06-01,0.21,Flu
Oregon,2021-07-01,0.81,Flu
Oregon,2021-08-01,0.83,Flu
Oregon,2021-09-01,0.31,Flu
Oregon,2021-10-01,0.38,Flu
Oregon,2021-11-01,0.45,Flu
Oregon,2021-12-01,0.2,Flu
Oregon,2022-01-01,0.97,Flu
Oregon,2022-02-01,0.5,Flu
Oregon,2022-03-01,0.25,Flu
Oregon,2022-04-01,0.92,Flu
Oregon,2022-05-01,0.12,Flu
Oregon,2022-06-01,0.68,Flu
Oregon,2022-07-01,0.04,Flu
Oregon,2022-08-01,0.08,Flu
Oregon,2022-09-01,0.31,Flu
Oregon,2022-10-01,0.97,Flu
Oregon,2022-11-01,0.65,Flu
Oregon,2022-12-01,0.4,Flu
Oregon,2023-01-01,0.64,Flu
Oregon,2023-02-01,0.13,Flu
Oregon,2023-03-01,0.43,Flu
Oregon,2023-04-01,0.57,Flu
Oregon,2023-05-01,0.45,Flu
Oregon,2023-06-01,0.39,Flu
Oregon,2023-07-01,0.48,Flu
Oregon,2023-08-01,0.88,Flu
Oregon,2023-09-01,0.97,Flu
Oregon,2023-10-01,0.39,Flu
Oregon,2023-11-01,0.39,Flu
Oregon,2023-12-01,0.36,Flu
Oregon,2024-01-01,0.39,Flu
Oregon,2024-02-01,0.51,Flu
Oregon,2024-03-01,0.39,Flu
Oregon,2024-04-01,0.32,Flu
Oregon,2024-05-01,0.18,Flu
Oregon,2024-06-01,0.5,Flu
Oregon,2024-07-01,0.6,Flu
Oregon,2024-08-01,0.14,Flu
Oregon,2024-09-01,0.56,Flu
Oregon,2024-10-01,0.06,Flu
Oregon,2024-11-01,0.91,Flu
Oregon,2024-12-01,0.88,Flu
Pennsylvania,2020-01-01,0.9,Flu
Pennsylvania,2020-02-01,0.17,Flu
Pennsylvania,2020-03-01,0.83,Flu
Pennsylvania,2020-04-01,0.76,Flu
Pennsylvania,2020-05-01,0.59,Flu
Pennsylvania,2020-06-01,0.77,Flu
Pennsylvania,2020-07-01,0.45,Flu
Pennsylvania,2020-08-01,0.17,Flu
Pennsylvania,2020-09-01,0.03,Flu
Pennsylvania,2020-10-01,0.33,Flu
Pennsylvania,2020-11-01,0.82,Flu
Pennsylvania,2020-12-01,0.34,Flu
Pennsylvania,2021-01-01,0.44,Flu
Pennsylvania,2021-02-01,0.55,Flu
Pennsylvania,2021-03-01,0.05,Flu
Pennsylvania,2021-04-01,0.05,Flu
Pennsylvania,2021-05-01,0.38,Flu
Pennsylvania,2021-06-01,0.21,Flu
Pennsylvania,2021-07-01,0.47,Flu
Pennsylvania,2021-08-01,0.15,Flu
Pennsylvania,2021-09-01,0.68,Flu
Pennsylvania,2021-10-01,0.82,Flu
Pennsylvania,2021-11-01,0.68,Flu
Pennsylvania,2021-12-01,0.18,Flu
Pennsylvania,2022-01-01,0.31,Flu
Pennsylvania,2022-02-01,0.45,Flu
Pennsylvania,2022-03-01,0.02,Flu
Pennsylvania,2022-04-01,0.72,Flu
Pennsylvania,2022-05-01,0.33,Flu
Pennsylvania,2022-06-01,0.54,Flu
Pennsylvania,2022-07-01,0.86,Flu
Pennsylvania,2022-08-01,0.92,Flu
Pennsylvania,2022-09-01,0.22,Flu
Pennsylvania,2022-10-01,0.66,Flu
Pennsylvania,2022-11-01,0.14,Flu
Pennsylvania,2022-12-01,0.09,Flu
Pennsylvania,2023-01-01,0.35,Flu
Pennsylvania,2023-02-01,0.68,Flu
Pennsylvania,2023-03-01,0.27,Flu
Pennsylvania,2023-04-01,0.31,Flu
Pennsylvania,2023-05-01,0.96,Flu
Pennsylvania,2023-06-01,0.99,Flu
Pennsylvania,2023-07-01,0.83,Flu
Pennsylvania,2023-08-01,0.39,Flu
Pennsylvania,2023-09-01,0.53,Flu
Pennsylvania,2023-10-01,0.04,Flu
Pennsylvania,2023-11-01,0.05,Flu
Pennsylvania,2023-12-01,0.66,Flu
