state,disease,date,value
Illinois,Covid,2020-06-01,107.59
Illinois,Covid,2020-07-01,104.56
Illinois,Covid,2020-08-01,108.81
Illinois,Covid,2020-09-01,119.3
Illinois,Covid,2020-10-01,104.86
Illinois,Covid,2020-11-01,114.6
Illinois,Covid,2020-12-01,107.87
Illinois,Covid,2021-01-01,127.82
Illinois,Covid,2021-02-01,113.7
Illinois,Covid,2021-03-01,136.13
Illinois,Covid,2021-04-01,147.36
Illinois,Covid,2021-05-01,111.63
Illinois,Covid,2021-06-01,113.67
Illinois,Covid,2021-07-01,125.3
Illinois,Covid,2021-08-01,111.05
Illinois,Covid,2021-09-01,113.23
Illinois,Covid,2021-10-01,95.35
Illinois,Covid,2021-11-01,108.66
Illinois,Covid,2021-12-01,107.37
Illinois,Covid,2022-01-01,126.47
Illinois,Covid,2022-02-01,107.66
Illinois,Covid,2022-03-01,121.72
Illinois,Covid,2022-04-01,123.07
Illinois,Covid,2022-05-01,133.9
Illinois,Covid,2022-06-01,141.84
Illinois,Covid,2022-07-01,116.05
Illinois,Covid,2022-08-01,112.79
Illinois,Covid,2022-09-01,118.91
Illinois,Covid,2022-10-01,101.02
Illinois,Covid,2022-11-01,113.53
Illinois,Covid,2022-12-01,117.7
Illinois,Covid,2023-01-01,122.04
Illinois,Covid,2023-02-01,115.57
Illinois,Covid,2023-03-01,123.75
Illinois,Covid,2023-04-01,143.08
Illinois,Covid,2023-05-01,122.99
Illinois,Covid,2023-06-01,133.8
Illinois,Covid,2023-07-01,125.46
Illinois,Covid,2023-08-01,117.34
Illinois,Covid,2023-09-01,128.67
Illinois,Covid,2023-10-01,120.98
Illinois,Covid,2023-11-01,100.17
Illinois,Covid,2023-12-01,139.49
Illinois,Covid,2024-01-01,115.2
Illinois,Covid,2024-02-01,110.59
Illinois,Covid,2024-03-01,126.1
Illinois,Covid,2024-04-01,126.3
Illinois,Covid,2024-05-01,122.59
Illinois,Covid,2024-06-01,117.93
Illinois,Covid,2024-07-01,118.5
Illinois,Covid,2024-08-01,125.78
Illinois,Covid,2024-09-01,104.09
Illinois,Covid,2024-10-01,125.13
Illinois,Covid,2024-11-01,126.82
Illinois,Covid,2024-12-01,114.53
Indiana,Flu,2020-01-01,94.45
Indiana,Flu,2020-02-01,75.44
Indiana,Flu,2020-03-01,99.53
Indiana,Flu,2020-04-01,86.96
Indiana,Flu,2020-05-01,69.9
Indiana,Flu,2020-06-01,100.47
Indiana,Flu,2020-07-01,87.59
Indiana,Flu,2020-08-01,71.13
Indiana,Flu,2020-09-01,76.84
Indiana,Flu,2020-10-01,70.35
Indiana,Flu,2020-11-01,61.88
Indiana,Flu,2020-12-01,63.1
Indiana,Flu,2021-01-01,80.99
Indiana,Flu,2021-02-01,82.07
Indiana,Flu,2021-03-01,91.77
Indiana,Flu,2021-04-01,95.87
Indiana,Flu,2021-05-01,85.56
Indiana,Flu,2021-06-01,86.33
Indiana,Flu,2021-07-01,88.29
Indiana,Flu,2021-08-01,76.53
Indiana,Flu,2021-09-01,66.54
Indiana,Flu,2021-10-01,49.56
Indiana,Flu,2021-11-01,83.34
Indiana,Flu,2021-12-01,78.59
Indiana,Flu,2022-01-01,81.08
Indiana,Flu,2022-02-01,95.25
Indiana,Flu,2022-03-01,108.3
Indiana,Flu,2022-04-01,117.35
Indiana,Flu,2022-05-01,102.86
Indiana,Flu,2022-06-01,81.77
Indiana,Flu,2022-07-01,81.7
Indiana,Flu,2022-08-01,73.51
Indiana,Flu,2022-09-01,72.66
Indiana,Flu,2022-10-01,69.38
Indiana,Flu,2022-11-01,59.31
Indiana,Flu,2022-12-01,80.44
Indiana,Flu,2023-01-01,83.39
Indiana,Flu,2023-02-01,83.96
Indiana,Flu,2023-03-01,103.2
Indiana,Flu,2023-04-01,104.56
Indiana,Flu,2023-05-01,89.47
Indiana,Flu,2023-06-01,85.97
Indiana,Flu,2023-07-01,73.48
Indiana,Flu,2023-08-01,100.8
Indiana,Flu,2023-09-01,74.11
Indiana,Flu,2023-10-01,80.23
Indiana,Flu,2023-11-01,87.85
Indiana,Flu,2023-12-01,77.75
Indiana,Flu,2024-01-01,95.43
Indiana,Flu,2024-02-01,102.8
Indiana,Flu,2024-03-01,87.85
Indiana,Flu,2024-04-01,104.77
Indiana,Flu,2024-05-01,86.29
Indiana,Flu,2024-06-01,97.34
Indiana,Flu,2024-07-01,102.23
Indiana,Flu,2024-08-01,93.82
Indiana,Flu,2024-09-01,95.88
Indiana,Flu,2024-10-01,75.81
Indiana,Flu,2024-11-01,84.8
Indiana,Flu,2024-12-01,107.77
Indiana,Covid,2020-01-01,82.3
Indiana,Covid,2020-02-01,70.17
Indiana,Covid,2020-03-01,84.78
Indiana,Covid,2020-04-01,81.71
Indiana,Covid,2020-05-01,101.55
Indiana,Covid,2020-06-01,100.93
Indiana,Covid,2020-07-01,87.56
Indiana,Covid,2020-08-01,82.7
Indiana,Covid,2020-09-01,59.49
Indiana,Covid,2020-10-01,61.58
Indiana,Covid,2020-11-01,80.93
Indiana,Covid,2020-12-01,67.01
Indiana,Covid,2021-01-01,80.8
Indiana,Covid,2021-02-01,111.95
Indiana,Covid,2021-03-01,97.45
Indiana,Covid,2021-04-01,95.27
Indiana,Covid,2021-05-01,104.59
Indiana,Covid,2021-06-01,104.82
Indiana,Covid,2021-07-01,99.27
Indiana,Covid,2021-08-01,86.97
Indiana,Covid,2021-09-01,97.5
Indiana,Covid,2021-10-01,80.34
Indiana,Covid,2021-11-01,76.09
Indiana,Covid,2021-12-01,80.38
Indiana,Covid,2022-01-01,87.53
Indiana,Covid,2022-02-01,94.44
Indiana,Covid,2022-03-01,85.59
Indiana,Covid,2022-04-01,70.94
Indiana,Covid,2022-05-01,93.92
Indiana,Covid,2022-06-01,76.89
Indiana,Covid,2022-07-01,77.17
Indiana,Covid,2022-08-01,82.08
Indiana,Covid,2022-09-01,88.72
Indiana,Covid,2022-10-01,78.97
Indiana,Covid,2022-11-01,89.01
Indiana,Covid,2022-12-01,67.46
Indiana,Covid,2023-01-01,87.16
Indiana,Covid,2023-02-01,87.42
Indiana,Covid,2023-03-01,104.55
Indiana,Covid,2023-04-01,106.64
Indiana,Covid,2023-05-01,101.42
Indiana,Covid,2023-06-01,106.07
Indiana,Covid,2023-07-01,104.67
Indiana,Covid,2023-08-01,80.01
Indiana,Covid,2023-09-01,102.29
Indiana,Covid,2023-10-01,79.97
Indiana,Covid,2023-11-01,81.78
Indiana,Covid,2023-12-01,81.25
Indiana,Covid,2024-01-01,87.93
Indiana,Covid,2024-02-01,96.65
Indiana,Covid,2024-03-01,106.0
Indiana,Covid,2024-04-01,104.5
Indiana,Covid,2024-05-01,114.49
Indiana,Covid,2024-06-01,96.65
Indiana,Covid,2024-07-01,90.63
Indiana,Covid,2024-08-01,85.36
Indiana,Covid,2024-09-01,70.65
Indiana,Covid,2024-10-01,80.7
Indiana,Covid,2024-11-01,84.71
Indiana,Covid,2024-12-01,101.46
Iowa,Flu,2020-01-01,51.7
Iowa,Flu,2020-02-01,65.96
Iowa,Flu,2020-03-01,59.3
Iowa,Flu,2020-04-01,84.01
Iowa,Flu,2020-05-01,53.9
Iowa,Flu,2020-06-01,46.88
Iowa,Flu,2020-07-01,63.4
Iowa,Flu,2020-08-01,61.02
Iowa,Flu,2020-09-01,59.3
Iowa,Flu,2020-10-01,63.18
Iowa,Flu,2020-11-01,47.38
Iowa,Flu,2020-12-01,67.11
Iowa,Flu,2021-01-01,66.09
Iowa,Flu,2021-02-01,68.41
Iowa,Flu,2021-03-01,82.02
Iowa,Flu,2021-04-01,63.0
Iowa,Flu,2021-05-01,67.19
Iowa,Flu,2021-06-01,65.39
Iowa,Flu,2021-07-01,42.21
Iowa,Flu,2021-08-01,59.63
Iowa,Flu,2021-09-01,58.18
Iowa,Flu,2021-10-01,63.06
Iowa,Flu,2021-11-01,59.28
Iowa,Flu,2021-12-01,53.51
Iowa,Flu,2022-01-01,55.57
Iowa,Flu,2022-02-01,69.79
Iowa,Flu,2022-03-01,67.92
Iowa,Flu,2022-04-01,54.44
Iowa,Flu,2022-05-01,76.36
Iowa,Flu,2022-06-01,58.15
Iowa,Flu,2022-07-01,34.4
Iowa,Flu,2022-08-01,58.88
Iowa,Flu,2022-09-01,33.65
Iowa,Flu,2022-10-01,61.01
Iowa,Flu,2022-11-01,38.88
Iowa,Flu,2022-12-01,45.87
Iowa,Flu,2023-01-01,53.2
Iowa,Flu,2023-02-01,72.94
Iowa,Flu,2023-03-01,84.58
Iowa,Flu,2023-04-01,65.17
Iowa,Flu,2023-05-01,67.62
Iowa,Flu,2023-06-01,45.19
Iowa,Flu,2023-07-01,62.97
Iowa,Flu,2023-08-01,46.26
Iowa,Flu,2023-09-01,37.9
Iowa,Flu,2023-10-01,54.38
Iowa,Flu,2023-11-01,60.16
Iowa,Flu,2023-12-01,39.45
Iowa,Flu,2024-01-01,53.95
Iowa,Flu,2024-02-01,64.91
Iowa,Flu,2024-03-01,59.96
Iowa,Flu,2024-04-01,69.11
Iowa,Flu,2024-05-01,46.63
Iowa,Flu,2024-06-01,81.67
Iowa,Flu,2024-07-01,50.05
Iowa,Flu,2024-08-01,51.28
Iowa,Flu,2024-09-01,56.98
Iowa,Flu,2024-10-01,68.27
Iowa,Flu,2024-11-01,68.9
Iowa,Flu,2024-12-01,42.0
Iowa,Covid,2020-01-01,63.2
Iowa,Covid,2020-02-01,41.09
Iowa,Covid,2020-03-01,66.46
Iowa,Covid,2020-04-01,66.68
Iowa,Covid,2020-05-01,48.61
Iowa,Covid,2020-06-01,47.15
Iowa,Covid,2020-07-01,66.48
Iowa,Covid,2020-08-01,33.79
Iowa,Covid,2020-09-01,51.61
Iowa,Covid,2020-10-01,33.73
Iowa,Covid,2020-11-01,27.62
Iowa,Covid,2020-12-01,58.34
Iowa,Covid,2021-01-01,51.49
Iowa,Covid,2021-02-01,61.89
Iowa,Covid,2021-03-01,67.04
Iowa,Covid,2021-04-01,60.71
Iowa,Covid,2021-05-01,64.99
Iowa,Covid,2021-06-01,59.94
Iowa,Covid,2021-07-01,51.14
Iowa,Covid,2021-08-01,52.89
Iowa,Covid,2021-09-01,44.52
Iowa,Covid,2021-10-01,54.08
Iowa,Covid,2021-11-01,47.75
Iowa,Covid,2021-12-01,59.24
Iowa,Covid,2022-01-01,52.34
Iowa,Covid,2022-02-01,47.88
Iowa,Covid,2022-03-01,73.7
Iowa,Covid,2022-04-01,42.79
Iowa,Covid,2022-05-01,76.43
Iowa,Covid,2022-06-01,72.52
Iowa,Covid,2022-07-01,46.46
Iowa,Covid,2022-08-01,62.9
Iowa,Covid,2022-09-01,36.83
Iowa,Covid,2022-10-01,53.55
Iowa,Covid,2022-11-01,51.43
Iowa,Covid,2022-12-01,55.19
Iowa,Covid,2023-01-01,63.12
Iowa,Covid,2023-02-01,72.33
Iowa,Covid,2023-03-01,68.49
Iowa,Covid,2023-04-01,77.95
Iowa,Covid,2023-05-01,72.54
Iowa,Covid,2023-06-01,54.18
Iowa,Covid,2023-07-01,79.22
Iowa,Covid,2023-08-01,60.52
Iowa,Covid,2023-09-01,59.94
Iowa,Covid,2023-10-01,47.43
Iowa,Covid,2023-11-01,47.34
Iowa,Covid,2023-12-01,39.64
Iowa,Covid,2024-01-01,44.31
Iowa,Covid,2024-02-01,63.26
Iowa,Covid,2024-03-01,86.33
Iowa,Covid,2024-04-01,55.42
Iowa,Covid,2024-05-01,77.9
Iowa,Covid,2024-06-01,69.58
Iowa,Covid,2024-07-01,67.49
Iowa,Covid,2024-08-01,46.98
Iowa,Covid,2024-09-01,47.31
Iowa,Covid,2024-10-01,54.74
Iowa,Covid,2024-11-01,58.46
Iowa,Covid,2024-12-01,69.67
Kansas,Flu,2020-01-01,53.17
Kansas,Flu,2020-02-01,56.47
Kansas,Flu,2020-03-01,56.77
Kansas,Flu,2020-04-01,64.94
Kansas,Flu,2020-05-01,46.14
Kansas,Flu,2020-06-01,23.97
Kansas,Flu,2020-07-01,55.56
Kansas,Flu,2020-08-01,63.69
Kansas,Flu,2020-09-01,32.86
Kansas,Flu,2020-10-01,33.36
Kansas,Flu,2020-11-01,29.21
Kansas,Flu,2020-12-01,26.48
Kansas,Flu,2021-01-01,45.78
Kansas,Flu,2021-02-01,50.68
Kansas,Flu,2021-03-01,63.09
Kansas,Flu,2021-04-01,62.0
Kansas,Flu,2021-05-01,58.73
Kansas,Flu,2021-06-01,36.36
Kansas,Flu,2021-07-01,59.09
Kansas,Flu,2021-08-01,46.63
Kansas,Flu,2021-09-01,37.67
Kansas,Flu,2021-10-01,31.91
Kansas,Flu,2021-11-01,41.95
Kansas,Flu,2021-12-01,58.78
Kansas,Flu,2022-01-01,52.16
Kansas,Flu,2022-02-01,89.21
Kansas,Flu,2022-03-01,56.81
Kansas,Flu,2022-04-01,56.23
Kansas,Flu,2022-05-01,60.2
Kansas,Flu,2022-06-01,74.34
Kansas,Flu,2022-07-01,37.8
Kansas,Flu,2022-08-01,69.31
Kansas,Flu,2022-09-01,52.4
Kansas,Flu,2022-10-01,35.19
Kansas,Flu,2022-11-01,68.06
Kansas,Flu,2022-12-01,45.04
Kansas,Flu,2023-01-01,75.49
Kansas,Flu,2023-02-01,58.5
Kansas,Flu,2023-03-01,68.06
Kansas,Flu,2023-04-01,84.33
Kansas,Flu,2023-05-01,57.9
Kansas,Flu,2023-06-01,68.14
Kansas,Flu,2023-07-01,51.47
Kansas,Flu,2023-08-01,66.64
Kansas,Flu,2023-09-01,55.51
Kansas,Flu,2023-10-01,37.84
Kansas,Flu,2023-11-01,64.29
Kansas,Flu,2023-12-01,58.18
Kansas,Flu,2024-01-01,67.1
Kansas,Flu,2024-02-01,76.73
Kansas,Flu,2024-03-01,69.22
Kansas,Flu,2024-04-01,81.44
Kansas,Flu,2024-05-01,77.94
Kansas,Flu,2024-06-01,76.3
Kansas,Flu,2024-07-01,77.49
Kansas,Flu,2024-08-01,65.27
Kansas,Flu,2024-09-01,61.62
Kansas,Flu,2024-10-01,71.95
Kansas,Flu,2024-11-01,58.21
Kansas,Flu,2024-12-01,76.06
Kansas,Covid,2020-01-01,41.19
Kansas,Covid,2020-02-01,48.26
Kansas,Covid,2020-03-01,51.4
Kansas,Covid,2020-04-01,29.05
Kansas,Covid,2020-05-01,55.75
Kansas,Covid,2020-06-01,53.44
Kansas,Covid,2020-07-01,42.02
Kansas,Covid,2020-08-01,42.04
Kansas,Covid,2020-09-01,34.88
Kansas,Covid,2020-10-01,21.88
Kansas,Covid,2020-11-01,30.57
Kansas,Covid,2020-12-01,55.72
Kansas,Covid,2021-01-01,73.03
Kansas,Covid,2021-02-01,54.57
Kansas,Covid,2021-03-01,50.44
Kansas,Covid,2021-04-01,59.1
Kansas,Covid,2021-05-01,56.71
Kansas,Covid,2021-06-01,64.38
Kansas,Covid,2021-07-01,77.02
Kansas,Covid,2021-08-01,53.34
Kansas,Covid,2021-09-01,57.92
Kansas,Covid,2021-10-01,40.28
Kansas,Covid,2021-11-01,48.86
Kansas,Covid,2021-12-01,59.56
Kansas,Covid,2022-01-01,53.19
Kansas,Covid,2022-02-01,48.25
Kansas,Covid,2022-03-01,71.59
Kansas,Covid,2022-04-01,54.33
Kansas,Covid,2022-05-01,58.89
Kansas,Covid,2022-06-01,66.57
Kansas,Covid,2022-07-01,70.58
Kansas,Covid,2022-08-01,54.89
Kansas,Covid,2022-09-01,53.51
Kansas,Covid,2022-10-01,40.06
Kansas,Covid,2022-11-01,37.14
Kansas,Covid,2022-12-01,61.48
Kansas,Covid,2023-01-01,75.81
Kansas,Covid,2023-02-01,74.47
Kansas,Covid,2023-03-01,45.54
Kansas,Covid,2023-04-01,70.77
Kansas,Covid,2023-05-01,68.53
Kansas,Covid,2023-06-01,62.08
Kansas,Covid,2023-07-01,50.37
Kansas,Covid,2023-08-01,57.05
Kansas,Covid,2023-09-01,54.84
Kansas,Covid,2023-10-01,72.07
Kansas,Covid,2023-11-01,56.21
Kansas,Covid,2023-12-01,62.59
Kansas,Covid,2024-01-01,67.38
Kansas,Covid,2024-02-01,65.47
Kansas,Covid,2024-03-01,60.92
Kansas,Covid,2024-04-01,64.44
Kansas,Covid,2024-05-01,76.67
Kansas,Covid,2024-06-01,53.26
Kansas,Covid,2024-07-01,71.41
Kansas,Covid,2024-08-01,66.91
Kansas,Covid,2024-09-01,39.73
Kansas,Covid,2024-10-01,59.35
Kansas,Covid,2024-11-01,59.13
Kansas,Covid,2024-12-01,70.83
Kentucky,Flu,2020-01-01,63.38
Kentucky,Flu,2020-02-01,61.44
Kentucky,Flu,2020-03-01,62.86
Kentucky,Flu,2020-04-01,61.32
Kentucky,Flu,2020-05-01,59.4
Kentucky,Flu,2020-06-01,56.51
Kentucky,Flu,2020-07-01,60.47
Kentucky,Flu,2020-08-01,58.24
Kentucky,Flu,2020-09-01,51.99
Kentucky,Flu,2020-10-01,62.88
Kentucky,Flu,2020-11-01,44.65
Kentucky,Flu,2020-12-01,45.29
Kentucky,Flu,2021-01-01,64.16
Kentucky,Flu,2021-02-01,57.61
Kentucky,Flu,2021-03-01,71.28
Kentucky,Flu,2021-04-01,74.9
Kentucky,Flu,2021-05-01,62.78
Kentucky,Flu,2021-06-01,74.03
Kentucky,Flu,2021-07-01,44.29
Kentucky,Flu,2021-08-01,40.0
Kentucky,Flu,2021-09-01,47.05
Kentucky,Flu,2021-10-01,38.83
Kentucky,Flu,2021-11-01,49.71
Kentucky,Flu,2021-12-01,61.15
Kentucky,Flu,2022-01-01,58.03
Kentucky,Flu,2022-02-01,49.77
Kentucky,Flu,2022-03-01,54.99
Kentucky,Flu,2022-04-01,78.8
Kentucky,Flu,2022-05-01,68.39
Kentucky,Flu,2022-06-01,65.19
Kentucky,Flu,2022-07-01,75.58
Kentucky,Flu,2022-08-01,72.65
Kentucky,Flu,2022-09-01,55.5
Kentucky,Flu,2022-10-01,42.32
Kentucky,Flu,2022-11-01,45.33
Kentucky,Flu,2022-12-01,39.87
Kentucky,Flu,2023-01-01,45.99
Kentucky,Flu,2023-02-01,86.36
Kentucky,Flu,2023-03-01,68.49
Kentucky,Flu,2023-04-01,68.95
Kentucky,Flu,2023-05-01,85.5
Kentucky,Flu,2023-06-01,59.61
Kentucky,Flu,2023-07-01,76.59
Kentucky,Flu,2023-08-01,64.32
Kentucky,Flu,2023-09-01,51.51
Kentucky,Flu,2023-10-01,35.23
Kentucky,Flu,2023-11-01,51.78
Kentucky,Flu,2023-12-01,54.7
Kentucky,Flu,2024-01-01,58.17
Kentucky,Flu,2024-02-01,65.96
Kentucky,Flu,2024-03-01,78.35
Kentucky,Flu,2024-04-01,77.61
Kentucky,Flu,2024-05-01,72.24
Kentucky,Flu,2024-06-01,62.03
Kentucky,Flu,2024-07-01,84.39
Kentucky,Flu,2024-08-01,58.8
Kentucky,Flu,2024-09-01,54.81
Kentucky,Flu,2024-10-01,77.78
Kentucky,Flu,2024-11-01,70.82
Kentucky,Flu,2024-12-01,84.81
Kentucky,Covid,2020-01-01,55.7
Kentucky,Covid,2020-02-01,73.91
Kentucky,Covid,2020-03-01,46.45
Kentucky,Covid,2020-04-01,73.97
Kentucky,Covid,2020-05-01,68.75
Kentucky,Covid,2020-06-01,44.82
Kentucky,Covid,2020-07-01,52.03
Kentucky,Covid,2020-08-01,64.89
Kentucky,Covid,2020-09-01,56.47
Kentucky,Covid,2020-10-01,59.72
Kentucky,Covid,2020-11-01,52.94
Kentucky,Covid,2020-12-01,44.44
Kentucky,Covid,2021-01-01,63.16
Kentucky,Covid,2021-02-01,71.12
Kentucky,Covid,2021-03-01,61.99
Kentucky,Covid,2021-04-01,69.12
Kentucky,Covid,2021-05-01,60.41
Kentucky,Covid,2021-06-01,49.35
Kentucky,Covid,2021-07-01,60.22
Kentucky,Covid,2021-08-01,49.97
Kentucky,Covid,2021-09-01,47.75
Kentucky,Covid,2021-10-01,51.52
Kentucky,Covid,2021-11-01,52.47
Kentucky,Covid,2021-12-01,49.51
Kentucky,Covid,2022-01-01,39.07
Kentucky,Covid,2022-02-01,79.97
Kentucky,Covid,2022-03-01,72.46
Kentucky,Covid,2022-04-01,62.29
Kentucky,Covid,2022-05-01,69.06
Kentucky,Covid,2022-06-01,47.13
Kentucky,Covid,2022-07-01,74.26
Kentucky,Covid,2022-08-01,53.05
Kentucky,Covid,2022-09-01,70.63
Kentucky,Covid,2022-10-01,41.2
Kentucky,Covid,2022-11-01,79.78
Kentucky,Covid,2022-12-01,60.32
Kentucky,Covid,2023-01-01,65.9
Kentucky,Covid,2023-02-01,60.7
Kentucky,Covid,2023-03-01,72.97
Kentucky,Covid,2023-04-01,71.38
Kentucky,Covid,2023-05-01,94.44
Kentucky,Covid,2023-06-01,70.24
Kentucky,Covid,2023-07-01,50.6
Kentucky,Covid,2023-08-01,71.54
Kentucky,Covid,2023-09-01,54.46
Kentucky,Covid,2023-10-01,53.58
Kentucky,Covid,2023-11-01,51.8
Kentucky,Covid,2023-12-01,63.07
Kentucky,Covid,2024-01-01,58.85
Kentucky,Covid,2024-02-01,70.29
Kentucky,Covid,2024-03-01,73.66
Kentucky,Covid,2024-04-01,68.16
Kentucky,Covid,2024-05-01,82.94
Kentucky,Covid,2024-06-01,87.2
Kentucky,Covid,2024-07-01,69.56
Kentucky,Covid,2024-08-01,61.96
Kentucky,Covid,2024-09-01,55.55
Kentucky,Covid,2024-10-01,67.46
Kentucky,Covid,2024-11-01,69.76
Kentucky,Covid,2024-12-01,69.59
Louisiana,Flu,2020-01-01,85.12
Louisiana,Flu,2020-02-01,89.44
Louisiana,Flu,2020-03-01,108.79
Louisiana,Flu,2020-04-01,79.13
Louisiana,Flu,2020-05-01,100.36
Louisiana,Flu,2020-06-01,86.43
Louisiana,Flu,2020-07-01,88.39
Louisiana,Flu,2020-08-01,90.52
Louisiana,Flu,2020-09-01,100.56
Louisiana,Flu,2020-10-01,83.67
Louisiana,Flu,2020-11-01,86.19
Louisiana,Flu,2020-12-01,82.59
Louisiana,Flu,2021-01-01,78.57
Louisiana,Flu,2021-02-01,100.65
Louisiana,Flu,2021-03-01,91.84
Louisiana,Flu,2021-04-01,105.71
Louisiana,Flu,2021-05-01,84.73
Louisiana,Flu,2021-06-01,96.6
Louisiana,Flu,2021-07-01,86.11
Louisiana,Flu,2021-08-01,88.8
Louisiana,Flu,2021-09-01,79.57
Louisiana,Flu,2021-10-01,69.12
Louisiana,Flu,2021-11-01,74.89
Louisiana,Flu,2021-12-01,84.27
Louisiana,Flu,2022-01-01,93.71
Louisiana,Flu,2022-02-01,99.5
Louisiana,Flu,2022-03-01,92.41
Louisiana,Flu,2022-04-01,89.99
Louisiana,Flu,2022-05-01,95.01
Louisiana,Flu,2022-06-01,76.19
Louisiana,Flu,2022-07-01,90.52
Louisiana,Flu,2022-08-01,76.77
Louisiana,Flu,2022-09-01,87.66
Louisiana,Flu,2022-10-01,80.04
Louisiana,Flu,2022-11-01,76.49
Louisiana,Flu,2022-12-01,99.07
Louisiana,Flu,2023-01-01,89.72
Louisiana,Flu,2023-02-01,80.13
Louisiana,Flu,2023-03-01,95.06
Louisiana,Flu,2023-04-01,94.02
Louisiana,Flu,2023-05-01,98.29
Louisiana,Flu,2023-06-01,94.23
Louisiana,Flu,2023-07-01,95.94
Louisiana,Flu,2023-08-01,83.11
Louisiana,Flu,2023-09-01,74.57
Louisiana,Flu,2023-10-01,81.0
Louisiana,Flu,2023-11-01,77.06
Louisiana,Flu,2023-12-01,74.69
Louisiana,Flu,2024-01-01,77.73
Louisiana,Flu,2024-02-01,109.84
Louisiana,Flu,2024-03-01,88.93
Louisiana,Flu,2024-04-01,104.55
Louisiana,Flu,2024-05-01,86.06
Louisiana,Flu,2024-06-01,92.01
Louisiana,Flu,2024-07-01,86.15
Louisiana,Flu,2024-08-01,69.86
Louisiana,Flu,2024-09-01,76.78
Louisiana,Flu,2024-10-01,77.07
Louisiana,Flu,2024-11-01,80.6
Louisiana,Flu,2024-12-01,102.88
Louisiana,Covid,2020-01-01,85.19
Louisiana,Covid,2020-02-01,110.36
Louisiana,Covid,2020-03-01,88.81
Louisiana,Covid,2020-04-01,93.15
Louisiana,Covid,2020-05-01,96.58
Louisiana,Covid,2020-06-01,95.47
Louisiana,Covid,2020-07-01,83.29
Louisiana,Covid,2020-08-01,83.88
Louisiana,Covid,2020-09-01,70.06
Louisiana,Covid,2020-10-01,75.62
Louisiana,Covid,2020-11-01,93.42
Louisiana,Covid,2020-12-01,75.12
Louisiana,Covid,2021-01-01,77.92
Louisiana,Covid,2021-02-01,102.29
Louisiana,Covid,2021-03-01,100.32
Louisiana,Covid,2021-04-01,89.72
Louisiana,Covid,2021-05-01,114.84
Louisiana,Covid,2021-06-01,108.51
Louisiana,Covid,2021-07-01,71.7
Louisiana,Covid,2021-08-01,76.73
Louisiana,Covid,2021-09-01,84.66
Louisiana,Covid,2021-10-01,74.97
Louisiana,Covid,2021-11-01,70.66
Louisiana,Covid,2021-12-01,67.07
Louisiana,Covid,2022-01-01,91.37
Louisiana,Covid,2022-02-01,98.85
Louisiana,Covid,2022-03-01,110.43
Louisiana,Covid,2022-04-01,107.51
Louisiana,Covid,2022-05-01,90.72
Louisiana,Covid,2022-06-01,124.38
Louisiana,Covid,2022-07-01,67.49
Louisiana,Covid,2022-08-01,80.71
Louisiana,Covid,2022-09-01,92.78
Louisiana,Covid,2022-10-01,92.93
Louisiana,Covid,2022-11-01,81.41
Louisiana,Covid,2022-12-01,94.79
Louisiana,Covid,2023-01-01,88.5
Louisiana,Covid,2023-02-01,82.31
Louisiana,Covid,2023-03-01,102.52
Louisiana,Covid,2023-04-01,108.6
Louisiana,Covid,2023-05-01,88.0
Louisiana,Covid,2023-06-01,98.17
Louisiana,Covid,2023-07-01,88.39
Louisiana,Covid,2023-08-01,85.95
Louisiana,Covid,2023-09-01,95.0
Louisiana,Covid,2023-10-01,72.96
Louisiana,Covid,2023-11-01,97.09
Louisiana,Covid,2023-12-01,77.85
Louisiana,Covid,2024-01-01,88.45
Louisiana,Covid,2024-02-01,95.38
Louisiana,Covid,2024-03-01,91.51
Louisiana,Covid,2024-04-01,101.98
Louisiana,Covid,2024-05-01,86.26
Louisiana,Covid,2024-06-01,98.12
Louisiana,Covid,2024-07-01,106.0
Louisiana,Covid,2024-08-01,81.42
Louisiana,Covid,2024-09-01,94.93
Louisiana,Covid,2024-10-01,93.53
Louisiana,Covid,2024-11-01,99.18
Louisiana,Covid,2024-12-01,81.02
Maine,Flu,2020-01-01,112.57
Maine,Flu,2020-02-01,124.26
Maine,Flu,2020-03-01,143.44
Maine,Flu,2020-04-01,109.97
Maine,Flu,2020-05-01,114.67
Maine,Flu,2020-06-01,117.71
Maine,Flu,2020-07-01,117.45
Maine,Flu,2020-08-01,126.01
Maine,Flu,2020-09-01,105.32
Maine,Flu,2020-10-01,108.84
Maine,Flu,2020-11-01,116.79
Maine,Flu,2020-12-01,100.12
Maine,Flu,2021-01-01,128.09
Maine,Flu,2021-02-01,116.24
Maine,Flu,2021-03-01,123.2
Maine,Flu,2021-04-01,133.81
Maine,Flu,2021-05-01,113.54
Maine,Flu,2021-06-01,126.85
Maine,Flu,2021-07-01,147.27
Maine,Flu,2021-08-01,110.97
Maine,Flu,2021-09-01,120.22
Maine,Flu,2021-10-01,112.29
Maine,Flu,2021-11-01,113.77
Maine,Flu,2021-12-01,110.53
Maine,Flu,2022-01-01,104.43
Maine,Flu,2022-02-01,138.21
Maine,Flu,2022-03-01,132.83
Maine,Flu,2022-04-01,125.34
Maine,Flu,2022-05-01,132.59
Maine,Flu,2022-06-01,135.67
Maine,Flu,2022-07-01,109.62
Maine,Flu,2022-08-01,120.71
Maine,Flu,2022-09-01,109.82
Maine,Flu,2022-10-01,109.3
